furnished,garage,garden,kitchen_equipment,kitchen_type,livable_surface,locality,number_of_bathrooms,number_of_bedrooms,number_of_facades,number_of_floors,price,property_code,property_url,state_of_the_property,surface_garden,surface_terrace,swimming_pool,terrace,total_land_surface,type_of_heating,type_of_property
,,Yes,,,610 m²,1332 Genval,1.0,4.0,2.0,3.0, Make offer from 445 000 €  ,VBC40753,https://immovlan.be/en/detail/mixed-building/for-sale/1332/genval/vbc40753,To be renovated,,34 m²,No,Yes,920 m²,Gas,Mixed
No,Yes,Yes,Fully equipped,Western kitchen,211 m²,1350 Noduwez,1.0,4.0,4.0,1.0,  525 000 €  ,VBC38312,https://immovlan.be/en/detail/residence/for-sale/1350/noduwez/vbc38312,Excellent,1264 m²,113 m²,No,Yes,1445 m²,Gas,Residence
No,,,,,87 m²,1480 Tubize,1.0,2.0,3.0,2.0,  215 000 €  ,VBC37242,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc37242,Normal,,,,,68 m²,Gas,Residence
No,,,Super equipped,,70 m²,1410 Waterloo,1.0,2.0,3.0,2.0,  335 000 €  ,VBC36882,https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbc36882,Normal,,9 m²,No,Yes,,Gas,Apartment
No,Yes,Yes,Super equipped,,215 m²,1420 Braine-l'Alleud,1.0,5.0,4.0,3.0,  595 000 €  ,VBC30283,https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbc30283,Normal,686 m²,,No,Yes,852 m²,Gas,Residence
,,Yes,,,163 m²,1480 Tubize,,3.0,3.0,,  375 382 €  ,RWC31607,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/rwc31607,,,,,,,Not specified,Residence
,Yes,Yes,Fully equipped,Western kitchen,198 m²,1460 Ittre,2.0,4.0,3.0,2.0, Make offer from 460 000 €  ,VBC05252,https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbc05252,Normal,1112 m²,75 m²,Yes,Yes,1234 m²,,Residence
No,,Yes,,,108 m²,1480 Tubize,2.0,2.0,2.0,2.0, Make offer from 225 000 €  ,VBC21440,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc21440,Normal,,,No,Yes,172 m²,Gas,Residence
No,Yes,Yes,Partially equipped,Kitchenette,169 m²,1480 Tubize,1.0,3.0,3.0,3.0, Make offer from 255 000 €  ,VBC10682,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc10682,To renovate,263 m²,29 m²,No,Yes,470 m²,Fuel oil,Residence
No,Yes,Yes,Not equipped,,320 m²,1300 Wavre,2.0,5.0,,,  725 000 €  ,VBC10044,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc10044,,,,,Yes,423 m²,,Residence
No,Yes,Yes,Not equipped,,570 m²,1370 Jodoigne,3.0,6.0,,,  900 000 €  ,VBC02890,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbc02890,,,,,Yes,2130 m²,,Residence
No,,,,,146 m²,1480 Tubize,1.0,1.0,2.0,2.0, Make offer from 230 000 €  ,VBB99042,https://immovlan.be/en/detail/mixed-building/for-sale/1480/tubize/vbb99042,Normal,,44 m²,No,Yes,106 m²,Gas,Mixed
,Yes,Yes,Super equipped,,1260 m²,1420 Braine-l'Alleud,5.0,5.0,4.0,, Make offer from 3 995 000 €  ,VBB96212,https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbb96212,Excellent,,,Yes,Yes,3774 m²,Gas,Residence
No,Yes,,Super equipped,,95 m²,1420 Braine-l'Alleud,1.0,2.0,2.0,3.0,  395 000 €  ,VBB94108,https://immovlan.be/en/detail/apartment/for-sale/1420/braine-l-alleud/vbb94108,New,,15 m²,No,Yes,,Hot air,Apartment
,Yes,,Super equipped,,175 m²,1420 Braine-l'Alleud,2.0,3.0,3.0,3.0,  760 000 €  ,VBB94030,https://immovlan.be/en/detail/penthouse/for-sale/1420/braine-l-alleud/vbb94030,New,,28 m²,No,Yes,,Hot air,Penthouse
No,,Yes,,,157 m²,1310 La Hulpe,1.0,3.0,3.0,3.0, Make offer from 320 000 €  ,VBB23912,https://immovlan.be/en/detail/residence/for-sale/1310/la-hulpe/vbb23912,To be renovated,257 m²,35 m²,No,Yes,334 m²,Gas,Residence
No,,No,,,150 m²,1400 Nivelles,1.0,3.0,2.0,4.0,  230 000 €  ,VBB92220,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbb92220,To be renovated,,,,No,,Gas,Apartment
No,,,Super equipped,,117 m²,1340 Ottignies-Louvain-la-Neuve,2.0,2.0,2.0,2.0, Make offer from 385 000 €  ,VBB84653,https://immovlan.be/en/detail/penthouse/for-sale/1340/ottignies-louvain-la-neuve/vbb84653,Excellent,,16 m²,No,Yes,,Gas,Penthouse
No,Yes,Yes,,,206 m²,1495 Villers-la-Ville,1.0,4.0,4.0,1.0, Make offer from 650 000 €  ,VBB81676,https://immovlan.be/en/detail/villa/for-sale/1495/villers-la-ville/vbb81676,Excellent,2081 m²,136 m²,,Yes,2527 m²,Fuel oil,Villa
No,,No,,,107 m²,1400 Nivelles,1.0,2.0,4.0,6.0,  350 000 €  ,VBB74975,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbb74975,,,8 m²,,Yes,,Gas,Apartment
No,,,Fully equipped,Western kitchen,70 m²,1420 Braine-l'Alleud,1.0,1.0,3.0,3.0, Make offer from 225 000 €  ,VBB66844,https://immovlan.be/en/detail/apartment/for-sale/1420/braine-l-alleud/vbb66844,Normal,,,No,,,Electricity,Apartment
No,,Yes,,,180 m²,1400 Nivelles,1.0,4.0,2.0,,  350 000 €  ,VBB32468,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbb32468,To be renovated,60 m²,8 m²,,Yes,162 m²,Fuel oil,Residence
No,,,,,710 m²,1410 Waterloo,2.0,3.0,4.0,2.0,  1 350 000 €  ,VBB38453,https://immovlan.be/en/detail/mixed-building/for-sale/1410/waterloo/vbb38453,Normal,,,No,,944 m²,Gas,Mixed
,Yes,,,,73 m²,1480 Tubize,1.0,1.0,2.0,5.0,  243 648 €  ,VBA76143,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vba76143,,,17 m²,No,Yes,,,Apartment
,Yes,,,,73 m²,1480 Tubize,1.0,1.0,2.0,5.0,  239 505 €  ,VBA76142,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vba76142,,,17 m²,No,Yes,,,Apartment
No,,No,,,130 m²,1400 Nivelles,1.0,1.0,2.0,3.0,  275 000 €  ,VAJ97356,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vaj97356,,,,,No,,Gas,Residence
No,,No,,,,1410 Waterloo,1.0,1.0,,,  340 000 €  ,VBA19694,https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vba19694,Excellent,,,,Yes,,,Apartment
,Yes,Yes,,,163 m²,1350 Orp-le-Grand,1.0,3.0,3.0,,  327 659 €  ,RBI23555,https://immovlan.be/en/detail/residence/for-sale/1350/orp-le-grand/rbi23555,New,335 m²,,No,,426 m²,,Residence
No,Yes,Yes,,,,1420 Braine-l'Alleud,2.0,3.0,4.0,,  580 000 €  ,VBA03256,https://immovlan.be/en/detail/penthouse/for-sale/1420/braine-l-alleud/vba03256,New,,,,Yes,,,Penthouse
No,,No,,,75 m²,1400 Nivelles,1.0,2.0,2.0,7.0,  180 000 €  ,VAZ68166,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vaz68166,,,10 m²,,Yes,,Gas,Apartment
No,Yes,Yes,Super equipped,,,1420 Braine-l'Alleud,2.0,3.0,2.0,,  435 500 €  ,VAZ50859,https://immovlan.be/en/detail/apartment/for-sale/1420/braine-l-alleud/vaz50859,New,,,,Yes,,,Apartment
,,Yes,Fully equipped,,300 m²,1400 Nivelles,4.0,5.0,3.0,,  615 000 €  ,VWD13563,https://immovlan.be/en/detail/master-house/for-sale/1400/nivelles/vwd13563,Excellent,9 m²,9 m²,No,Yes,,Gas,Master
No,,Yes,Super equipped,,300 m²,1410 Waterloo,1.0,4.0,2.0,,  485 000 €  ,VBC76554,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbc76554,Normal,,17 m²,,Yes,447 m²,Gas,Residence
Yes,Yes,Yes,Super equipped,,182 m²,1480 Tubize,,3.0,3.0,,  549 000 €  ,VBC88691,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc88691,,300 m²,145 m²,Yes,Yes,3400 m²,Gas,Residence
,Yes,Yes,Fully equipped,Western kitchen,160 m²,1410 Waterloo,1.0,4.0,4.0,,  515 000 €  ,VBC86866,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc86866,To renovate,,,,,697 m²,Gas,Villa
No,,Yes,,,103 m²,1495 Marbais,1.0,2.0,2.0,,  220 000 €  ,VBC86852,https://immovlan.be/en/detail/residence/for-sale/1495/marbais/vbc86852,Normal,140 m²,13 m²,,Yes,250 m²,Fuel oil,Residence
No,Yes,Yes,,,103 m²,1495 Marbais,1.0,2.0,2.0,,  220 000 €  ,VBC86854,https://immovlan.be/en/detail/residence/for-sale/1495/marbais/vbc86854,Normal,140 m²,13 m²,,Yes,250 m²,Fuel oil,Residence
No,,,,,68 m²,1480 Tubize,,1.0,,3.0,  165 000 €  ,VBC86850,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbc86850,,,,,,,,Apartment
No,Yes,Yes,Super equipped,,400 m²,1480 Tubize,1.0,7.0,4.0,2.0,  615 000 €  ,VBC86848,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc86848,Normal,1182 m²,72 m²,,Yes,1754 m²,Gas,Residence
No,Yes,Yes,,,200 m²,1460 Ittre,2.0,4.0,4.0,3.0,  580 000 €  ,VBC86847,https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbc86847,Normal,730 m²,50 m²,,Yes,985 m²,Gas,Residence
No,,,,,159 m²,1400 Nivelles,,3.0,4.0,,  473 000 €  ,VBC86841,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc86841,New,,,,,552 m²,Gas,Residence
No,Yes,Yes,Not equipped,,250 m²,1370 Jodoigne,,6.0,4.0,,  235 000 €  ,VBC86766,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbc86766,To be renovated,,,,,1802 m²,Not specified,Residence
No,,Yes,,,235 m²,1410 Waterloo,1.0,3.0,3.0,2.0, Make offer from 649 000 €  ,VBC86829,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbc86829,Normal,533 m²,,No,Yes,641 m²,Gas,Residence
No,Yes,,Fully equipped,Western kitchen,84 m²,1330 Rixensart,1.0,1.0,2.0,1.0,  245 000 €  ,VBC86816,https://immovlan.be/en/detail/apartment/for-sale/1330/rixensart/vbc86816,Excellent,,,,,,Gas,Apartment
,Yes,Yes,,,130 m²,1470 Bousval,1.0,3.0,4.0,1.0,  499 000 €  ,VBC86806,https://immovlan.be/en/detail/residence/for-sale/1470/bousval/vbc86806,Excellent,,25 m²,,Yes,3300 m²,Solar energy,Residence
,Yes,Yes,,,1127 m²,1421 Ophain-Bois-Seigneur-Isaac,1.0,3.0,4.0,3.0,  915 000 €  ,VBC86780,https://immovlan.be/en/detail/villa/for-sale/1421/ophain-bois-seigneur-isaac/vbc86780,To renovate,,,,Yes,19101 m²,Fuel oil,Villa
No,Yes,,Super equipped,,115 m²,1300 Wavre,,3.0,3.0,6.0,  350 000 €  ,VBC86767,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc86767,,,,,Yes,,Gas,Apartment
No,Yes,Yes,Fully equipped,Western kitchen,207 m²,1400 Nivelles,1.0,3.0,4.0,1.0,  465 000 €  ,VBC86748,https://immovlan.be/en/detail/villa/for-sale/1400/nivelles/vbc86748,Normal,500 m²,34 m²,No,Yes,700 m²,Fuel oil,Villa
No,Yes,Yes,Fully equipped,Western kitchen,273 m²,1410 Waterloo,1.0,4.0,4.0,1.0,  745 000 €  ,VBC86729,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc86729,To renovate,561 m²,,No,Yes,661 m²,Gas,Villa
No,Yes,Yes,Super equipped,,171 m²,1325 Chaumont-Gistoux,1.0,3.0,4.0,1.0,  615 000 €  ,VBC86702,https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbc86702,Excellent,604 m²,89 m²,No,Yes,750 m²,Gas,Residence
No,Yes,Yes,,Independent,278 m²,1380 Lasne,1.0,4.0,4.0,1.0,  595 000 €  ,VBC61715,https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbc61715,To be renovated,1291 m²,,No,Yes,1549 m²,Fuel oil,Residence
No,,Yes,,,250 m²,1460 Ittre,1.0,5.0,4.0,1.0,  590 000 €  ,VBC86616,https://immovlan.be/en/detail/villa/for-sale/1460/ittre/vbc86616,Normal,900 m²,50 m²,Yes,Yes,1250 m²,Gas,Villa
No,Yes,Yes,Super equipped,,160 m²,1330 Rixensart,2.0,4.0,3.0,1.0,  599 000 €  ,VBC86472,https://immovlan.be/en/detail/villa/for-sale/1330/rixensart/vbc86472,Excellent,1064 m²,30 m²,No,Yes,1064 m²,Gas,Villa
No,Yes,Yes,Super equipped,,165 m²,1380 Lasne,1.0,3.0,4.0,1.0,  575 000 €  ,VBC86436,https://immovlan.be/en/detail/residence/for-sale/1380/lasne/vbc86436,Excellent,556 m²,20 m²,No,Yes,556 m²,Gas,Residence
,Yes,,Fully equipped,,242 m²,1400 Nivelles,1.0,1.0,,,  525 000 €  ,VBC86346,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc86346,,,,,,462 m²,Gas,Residence
,Yes,,Fully equipped,,205 m²,1400 Nivelles,1.0,1.0,,,  489 000 €  ,VBC86345,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc86345,,,,,,352 m²,Gas,Residence
,Yes,Yes,Not equipped,,275 m²,1410 Waterloo,2.0,4.0,4.0,1.0,  1 070 000 €  ,VBC86331,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbc86331,To be renovated,,,,,1900 m²,Fuel oil,Residence
No,,Yes,,,147 m²,1400 Nivelles,1.0,3.0,2.0,,  370 000 €  ,VBC86283,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc86283,,140 m²,7 m²,,Yes,210 m²,Gas,Residence
No,Yes,Yes,,,147 m²,1325 Chaumont-Gistoux,2.0,4.0,4.0,,  640 000 €  ,VBC86273,https://immovlan.be/en/detail/villa/for-sale/1325/chaumont-gistoux/vbc86273,Normal,,74 m²,,Yes,910 m²,Gas,Villa
No,Yes,Yes,,,337 m²,1325 Chaumont-Gistoux,3.0,5.0,4.0,,  950 000 €  ,VBC86272,https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbc86272,Normal,,,,Yes,1576 m²,Gas,Residence
No,,Yes,,Independent,295 m²,1310 La Hulpe,1.0,5.0,2.0,,  450 000 €  ,VBC86177,https://immovlan.be/en/detail/residence/for-sale/1310/la-hulpe/vbc86177,To demolish,,,No,Yes,570 m²,Not specified,Residence
,,,,,82 m²,1370 Jodoigne,1.0,2.0,2.0,,  229 000 €  ,VBC86153,https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbc86153,,,4 m²,,Yes,,Gas,Apartment
No,Yes,,,,85 m²,1480 Tubize,1.0,2.0,,,  179 000 €  ,VBC85990,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbc85990,To be renovated,,7 m²,,Yes,,Gas,Apartment
No,Yes,Yes,Super equipped,,160 m²,1300 Wavre,2.0,4.0,3.0,1.0,  599 000 €  ,VBC85944,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc85944,Excellent,1064 m²,30 m²,No,Yes,1064 m²,Gas,Villa
No,Yes,Yes,,,195 m²,1330 Rixensart,2.0,4.0,4.0,1.0, Make offer from 525 000 €  ,VBC85943,https://immovlan.be/en/detail/residence/for-sale/1330/rixensart/vbc85943,Normal,895 m²,30 m²,No,Yes,895 m²,Gas,Residence
,,Yes,Super equipped,,280 m²,1470 Genappe,3.0,5.0,2.0,2.0, Make offer from 625 000 €  ,VBC85912,https://immovlan.be/en/detail/residence/for-sale/1470/genappe/vbc85912,Excellent,480 m²,40 m²,No,Yes,638 m²,Gas,Residence
No,,,Partially equipped,,135 m²,1300 Limal,1.0,3.0,4.0,,  249 000 €  ,VBC85804,https://immovlan.be/en/detail/residence/for-sale/1300/limal/vbc85804,To be renovated,,,,Yes,116 m²,Gas,Residence
,,,,,125 m²,1430 Rebecq,1.0,2.0,2.0,,  330 000 €  ,VWD11818,https://immovlan.be/en/detail/loft/for-sale/1430/rebecq/vwd11818,Fully renovated,,4 m²,,Yes,,Gas,Loft
No,Yes,Yes,,,293 m²,1325 Chaumont-Gistoux,2.0,4.0,4.0,1.0,  925 000 €  ,VBC85718,https://immovlan.be/en/detail/villa/for-sale/1325/chaumont-gistoux/vbc85718,Normal,,,Yes,Yes,2359 m²,Fuel oil,Villa
No,Yes,Yes,Super equipped,,379 m²,1440 Braine-le-Château,3.0,5.0,4.0,2.0,  895 000 €  ,VBC85706,https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbc85706,Excellent,3520 m²,45 m²,Yes,Yes,3520 m²,,Residence
,Yes,Yes,Not equipped,,388 m²,1380 Lasne,3.0,4.0,4.0,2.0,  1 495 000 €  ,VBC85094,https://immovlan.be/en/detail/villa/for-sale/1380/lasne/vbc85094,Normal,,,,,2628 m²,Fuel oil,Villa
No,Yes,No,Super equipped,,50 m²,1410 Waterloo,1.0,1.0,4.0,,  299 000 €  ,VBC85651,https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbc85651,,,9 m²,Yes,Yes,,Gas,Apartment
No,,Yes,,,60 m²,1480 Tubize,1.0,1.0,2.0,2.0,  170 000 €  ,VBC85402,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbc85402,Normal,,10 m²,,Yes,,Fuel oil,Apartment
,Yes,,Super equipped,,113 m²,1300 Wavre,2.0,2.0,3.0,6.0,  482 000 €  ,VBC85600,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85600,New,,7 m²,No,Yes,,Hot air,Apartment
No,,Yes,Super equipped,,181 m²,1410 Waterloo,1.0,3.0,2.0,2.0,  525 000 €  ,VBC85587,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbc85587,Normal,150 m²,,No,Yes,217 m²,Gas,Residence
No,,,Fully equipped,Western kitchen,45 m²,1435 Mont-Saint-Guibert,1.0,1.0,2.0,3.0,  225 000 €  ,VBC85582,https://immovlan.be/en/detail/ground-floor/for-sale/1435/mont-saint-guibert/vbc85582,Excellent,,,,,,Gas,Ground
No,Yes,Yes,Partially equipped,Kitchenette,168 m²,1300 Wavre,3.0,4.0,3.0,6.0,  899 000 €  ,VBC85518,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85518,New,,,No,Yes,,,Apartment
No,Yes,Yes,,,330 m²,1420 Braine-l'Alleud,2.0,5.0,4.0,1.0,  1 095 000 €  ,VBC85469,https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbc85469,Normal,8500 m²,,Yes,Yes,8730 m²,Fuel oil,Residence
No,Yes,Yes,,,330 m²,1440 Braine-le-Château,2.0,5.0,4.0,1.0,  1 095 000 €  ,VBC85468,https://immovlan.be/en/detail/residence/for-sale/1440/braine-le-chateau/vbc85468,Normal,8500 m²,,Yes,Yes,8730 m²,Fuel oil,Residence
,Yes,,,,84 m²,1348 Louvain-la-Neuve,1.0,2.0,2.0,, Start price 250 000 €  ,VBC85411,https://immovlan.be/en/detail/apartment/in-public-sale/1348/louvain-la-neuve/vbc85411,Excellent,,,,Yes,,,Apartment
No,Yes,Yes,,,200 m²,1480 Tubize,1.0,3.0,2.0,2.0,  290 000 €  ,VBC85405,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc85405,To be renovated,140 m²,10 m²,,Yes,209 m²,Fuel oil,Residence
No,Yes,,Super equipped,,71 m²,1400 Nivelles,1.0,2.0,2.0,1.0, Make offer from 258 000 €  ,VBC85304,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbc85304,Excellent,,18 m²,No,Yes,,Gas,Apartment
No,Yes,,Super equipped,,71 m²,1300 Wavre,1.0,2.0,2.0,2.0,  310 000 €  ,VBC85256,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85256,New,,6 m²,No,Yes,,,Apartment
No,Yes,,Super equipped,,80 m²,1300 Wavre,1.0,2.0,2.0,2.0,  295 000 €  ,VBC85255,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85255,New,,,No,Yes,,,Apartment
No,Yes,Yes,Super equipped,,77 m²,1300 Wavre,1.0,2.0,2.0,2.0,  345 000 €  ,VBC85254,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85254,New,23 m²,,No,Yes,,,Apartment
,,Yes,Partially equipped,Kitchenette,150 m²,1480 Tubize,1.0,4.0,2.0,2.0,  340 000 €  ,VBC85079,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc85079,To renovate,9200 m²,15 m²,No,Yes,9425 m²,Gas,Residence
No,Yes,Yes,Super equipped,,92 m²,1300 Wavre,2.0,2.0,3.0,,  430 000 €  ,VBC85008,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85008,New,,,No,Yes,,Hot air,Apartment
No,,Yes,,,140 m²,1300 Wavre,,3.0,,,  250 000 €  ,VBC84988,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc84988,,,,,,275 m²,,Residence
No,Yes,Yes,,,95 m²,1410 Waterloo,1.0,2.0,2.0,3.0,  440 000 €  ,VBC84976,https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbc84976,Excellent,53 m²,17 m²,,Yes,,Gas,Apartment
No,Yes,Yes,Super equipped,,205 m²,1450 Chastre,2.0,4.0,4.0,2.0,  550 000 €  ,VBC84938,https://immovlan.be/en/detail/residence/for-sale/1450/chastre/vbc84938,Normal,,40 m²,,Yes,1642 m²,Gas,Residence
No,Yes,Yes,Fully equipped,Western kitchen,156 m²,1350 Folx-les-Caves,1.0,3.0,3.0,3.0,  275 000 €  ,VBC54020,https://immovlan.be/en/detail/residence/for-sale/1350/folx-les-caves/vbc54020,Excellent,297 m²,21 m²,No,Yes,450 m²,Fuel oil,Residence
,Yes,,,,,1400 Nivelles,,3.0,,, Make offer from 395 000 €  ,VBC84684,https://immovlan.be/en/detail/villa/for-sale/1400/nivelles/vbc84684,,,,,,,,Villa
No,Yes,Yes,Partially equipped,Kitchenette,167 m²,1300 Wavre,3.0,4.0,3.0,6.0,  899 000 €  ,VBC84446,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84446,New,,,No,Yes,,,Apartment
No,Yes,Yes,Partially equipped,Kitchenette,114 m²,1300 Wavre,2.0,3.0,,4.0,  505 000 €  ,VBC84445,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84445,New,,,No,Yes,,,Apartment
No,Yes,,Partially equipped,Kitchenette,93 m²,1300 Wavre,2.0,2.0,3.0,6.0,  405 000 €  ,VBC84444,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84444,New,,,No,Yes,,,Apartment
No,Yes,,Partially equipped,Kitchenette,65 m²,1300 Wavre,1.0,1.0,3.0,6.0,  265 050 €  ,VBC84443,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84443,New,,,No,Yes,,,Apartment
No,Yes,,,,85 m²,1400 Nivelles,,2.0,2.0,4.0,  320 000 €  ,VBC41010,https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbc41010,,,,,Yes,,Gas,Apartment
,Yes,Yes,Super equipped,,155 m²,1410 Waterloo,2.0,3.0,2.0,2.0,  515 000 €  ,VBC84373,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbc84373,Normal,150 m²,30 m²,No,Yes,270 m²,Gas,Residence
No,Yes,Yes,Super equipped,,250 m²,1410 Waterloo,3.0,4.0,4.0,1.0,  1 550 000 €  ,VBC84320,https://immovlan.be/en/detail/residence/for-sale/1410/waterloo/vbc84320,Excellent,1762 m²,,No,Yes,1762 m²,Fuel oil,Residence
,Yes,Yes,Super equipped,,305 m²,1460 Ittre,5.0,7.0,4.0,,  1 090 000 €  ,VWD13703,https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vwd13703,Excellent,,30 m²,,Yes,2490 m²,Fuel oil,Residence
,,Yes,,,221 m²,1315 Incourt,1.0,3.0,3.0,, Make offer from 430 000 €  ,VBC79883,https://immovlan.be/en/detail/residence/for-sale/1315/incourt/vbc79883,Excellent,,,,,525 m²,,Residence
No,,Yes,Not equipped,,180 m²,1300 Wavre,2.0,3.0,2.0,,  185 000 €  ,VBC84275,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc84275,To be renovated,,,,No,307 m²,Gas,Residence
No,Yes,Yes,Super equipped,,200 m²,1410 Waterloo,2.0,4.0,4.0,,  825 000 €  ,VBC84187,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc84187,Excellent,800 m²,,No,Yes,1350 m²,Gas,Villa
,Yes,,Super equipped,,145 m²,1410 Waterloo,2.0,3.0,2.0,3.0,  465 000 €  ,VBC84169,https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbc84169,Excellent,,15 m²,No,Yes,,Fuel oil,Apartment
No,Yes,,,,80 m²,1480 Tubize,1.0,2.0,,2.0,  189 000 €  ,VBC74602,https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbc74602,To be renovated,,6 m²,,Yes,,Gas,Apartment
No,,Yes,,,120 m²,1480 Tubize,1.0,3.0,2.0,2.0,  210 000 €  ,VBC84150,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbc84150,To be renovated,213 m²,20 m²,,Yes,310 m²,Gas,Residence
No,Yes,Yes,Fully equipped,Western kitchen,454 m²,1400 Nivelles,2.0,6.0,4.0,, Make offer from 850 000 €  ,VBC84100,https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc84100,Excellent,,,No,Yes,879 m²,Gas,Residence
No,Yes,Yes,Super equipped,,340 m²,1330 Rixensart,4.0,6.0,4.0,5.0,  1 990 000 €  ,VBC84011,https://immovlan.be/en/detail/residence/for-sale/1330/rixensart/vbc84011,Excellent,1800 m²,20 m²,No,Yes,2219 m²,Fuel oil,Residence
No,Yes,Yes,Super equipped,,362 m²,1410 Waterloo,3.0,6.0,4.0,,  980 000 €  ,VBC84000,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc84000,Normal,,50 m²,,Yes,800 m²,Fuel oil,Villa
,,Yes,Fully equipped,,396 m²,1435 Mont-Saint-Guibert,3.0,7.0,4.0,,  930 000 €  ,VWD13690,https://immovlan.be/en/detail/residence/for-sale/1435/mont-saint-guibert/vwd13690,Normal,,,,Yes,,Gas,Residence
No,Yes,,,,160 m²,1400 Nivelles,1.0,4.0,3.0,4.0,  499 000 €  ,VBC83973,https://immovlan.be/en/detail/penthouse/for-sale/1400/nivelles/vbc83973,Excellent,,115 m²,No,Yes,,Gas,Penthouse
No,Yes,Yes,Super equipped,,160 m²,1390 Grez-Doiceau,1.0,4.0,3.0,,  445 000 €  ,VBC83972,https://immovlan.be/en/detail/residence/for-sale/1390/grez-doiceau/vbc83972,Excellent,,25 m²,,Yes,900 m²,Fuel oil,Residence
